PRODUCT_ID,PRODUCT_NAME,CATEGORY,SUB_CATEGORY,BRAND,PRICE,TOTAL_ORDERS,TOTAL_QUANTITY_SOLD,GROSS_REVENUE,NET_REVENUE,REFUND_AMOUNT,AVG_SELLING_PRICE
PROD001254,A3 DRAWING CARTRIDGE PAPER 50 SHEETS,OFFICE SUPPLIES,PAPER SUPPLIES,CAMLIN,499.0,645,3271,4505258.22,4018921.46,486336.76,1377.33
PROD000718,GILOY JUICE 1L,HEALTH,AYURVEDA,BAIDYANATH,249.0,742,2960,2129709.28,1874317.8499999999,255391.43,719.5
PROD000085,"27"" ULTRASHARP MONITOR",ELECTRONICS,COMPUTER ACCESSORIES,DELL,49990.0,391,565,78809281.83,61812724.06,16996557.77,139485.45
PROD001093,TRAVEL PILLOW MEMORY FOAM,BAGS & LUGGAGE,TRAVEL KITS,CABEAU,3499.0,488,1381,13546103.72,12331489.100000001,1214614.62,9808.91
PROD000232,CHANDELIER 5-LIGHT CEILING,HOME,LIGHTING,CROMPTON,3999.0,521,752,8385995.12,7597110.98,788884.14,11151.59
PROD000639,BLUEBERRIES 125G,GROCERIES,FRUITS,FRESHO,299.0,1034,5929,4961088.04,4227663.64,733424.4,836.75
PROD000910,CRAFT WIRE ALUMINUM 3-ROLL,STATIONERY,CRAFT MATERIALS,PEPPERELL,399.0,489,2300,2626069.18,2477865.5,148203.68,1141.77
PROD000608,NESCAFE CLASSIC TIN 200G,GROCERIES,BEVERAGES,NESCAFE,649.0,508,2518,4682390.52,4006760.7299999995,675629.79,1859.57
PROD000489,BABY SWING INDOOR,TOYS,INFANT,GRACO,7999.0,571,1178,27338924.33,23534450.45,3804473.88,23207.92
PROD000161,DOWN PUFFER JACKET,CLOTHING,WINTER WEAR,COLUMBIA,12999.0,598,864,31702322.61,27057123.259999998,4645199.35,36692.5
PROD000132,STAN SMITH SNEAKERS,CLOTHING,FOOTWEAR,ADIDAS,8999.0,353,693,17962672.69,15967806.47,1994866.22,25920.16
PROD001189,"240HZ GAMING MONITOR 24.5""",GAMING,GAMING ACCESSORIES,BENQ ZOWIE,44999.0,390,563,73168699.04,63779163.93000001,9389535.11,129962.17
PROD001065,CLUTCH EVENING PARTY,BAGS & LUGGAGE,HANDBAGS,CAPRESE,999.0,618,2188,6266197.45,5528585.01,737612.44,2863.89
PROD000459,GOLF CLUB IRON SET 9-PIECE,SPORTS,SPORTS EQUIPMENT,CALLAWAY,49999.0,399,576,80465356.09,70702698.65,9762657.44,139696.8
PROD001037,LACE-UP SLIP RESISTANT FORMAL,FOOTWEAR,FORMAL SHOES,HUSH PUPPIES,4499.0,573,1021,12892658.7,11055999.6,1836659.1,12627.48
PROD000811,ADULT DRY CAT FOOD TUNA 2KG,PETS,CAT FOOD,ROYAL CANIN,1799.0,680,1422,7307859.78,6704639.5600000005,603220.22,5139.14
PROD000921,PURE SILVER COIN 20G,JEWELLERY,SILVER,MMTC-PAMP,1999.0,433,973,5645429.48,5110331.75,535097.73,5802.09
PROD000913,18KT GOLD PENDANT WITH CHAIN,JEWELLERY,GOLD,KALYAN JEWELLERS,18000.0,358,517,26729978.62,23834373.23,2895605.39,51702.09
PROD001024,SUEDE PUMA SNEAKER CLASSIC,FOOTWEAR,CASUAL SHOES,PUMA,6999.0,331,478,9317569.58,8028185.09,1289384.49,19492.82
PROD000444,SPORTS BRA MAX SUPPORT,SPORTS,ATHLETIC WEAR,UNDER ARMOUR,2999.0,406,586,4822016.35,4144701.4599999995,677314.89,8228.7
PROD000345,EDUCATED,BOOKS,NON-FICTION,TARA WESTOVER / WINDMILL BOOKS,399.0,938,2149,2473886.6,2331283.0,142603.6,1151.18
PROD000053,"BRAVIA XR A80L 55""",ELECTRONICS,TV,SONY,149990.0,430,621,257038452.96,198705523.35000002,58332929.61,413910.55
PROD001147,MV7 PODCAST MICROPHONE,MUSIC & INSTRUMENTS,MICROPHONES,SHURE,19999.0,402,581,33623879.9,30107200.229999997,3516679.67,57872.43
PROD001143,C214 LARGE DIAPHRAGM CONDENSER,MUSIC & INSTRUMENTS,MICROPHONES,AKG,29999.0,416,601,51342734.75,44261419.85,7081314.9,85428.84
PROD000443,COMPRESSION TIGHTS,SPORTS,ATHLETIC WEAR,PUMA,1999.0,822,1517,8343790.12,7528672.2700000005,815117.85,5500.19
PROD000068,ONEPLUS PAD GO,ELECTRONICS,TABLETS,ONEPLUS,19999.0,612,884,49860976.04,43113891.68,6747084.36,56403.82
PROD000492,MAGNETIC DRAWING BOARD,TOYS,EDUCATIONAL,BOOGIE BOARD,999.0,626,2398,6682020.22,5949897.52,732122.7,2786.5
PROD000719,NEEM CAPSULES 60,HEALTH,AYURVEDA,ORGANIC INDIA,349.0,800,3354,3365080.62,3011164.47,353916.15,1003.3
PROD000938,CHARM BRACELET WITH CHARMS,JEWELLERY,FASHION JEWELLERY,PIPA BELLA,799.0,866,2572,5781840.6,5283495.27,498345.33,2247.99
PROD001075,GENUINE LEATHER CARDHOLDER,BAGS & LUGGAGE,WALLETS,HIDESIGN,1499.0,848,3162,13097167.11,11582555.45,1514611.66,4142.05
PROD000997,KOLHAPURI HEELED SANDAL,FOOTWEAR,WOMEN FOOTWEAR,PAPDORS,1499.0,644,1293,5389608.43,4702984.42,686624.01,4168.3
PROD000240,SOLAR GARDEN LIGHT PACK OF 4,HOME,LIGHTING,URJA GLOBAL,1299.0,655,1196,4398127.38,3843985.5,554141.88,3677.36
PROD001154,ELECTRIC VIOLIN SILENT SV-200,MUSIC & INSTRUMENTS,VIOLINS,YAMAHA,54999.0,406,586,89514234.81,81144036.97,8370197.84,152754.67
PROD000253,UNDER-BED STORAGE BAGS PACK OF 3,HOME,HOME STORAGE,SOLIMO,699.0,672,2362,4762626.83,4338484.46,424142.37,2016.35
PROD001219,INKJET A3 PRINTER L3558,OFFICE SUPPLIES,PRINTERS,EPSON,18999.0,342,494,27249014.91,23113684.44,4135330.47,55159.95
PROD000959,TURQUOISE STONE NECKLACE,JEWELLERY,NECKLACES,VOYLLA,899.0,608,1486,3812810.16,3387188.73,425621.43,2565.82
PROD000276,CONTOUR STICK DUO,BEAUTY,MAKEUP,NYX,799.0,927,2439,5507908.41,4858706.46,649201.95,2258.27
PROD001164,BALDUR'S GATE 3 PC,GAMING,PC GAMES,LARIAN STUDIOS,3499.0,606,1506,15266587.53,13708652.139999999,1557935.39,10137.18
PROD000703,ICE PACK REUSABLE GEL,HEALTH,WELLNESS PRODUCTS,COOL RELIEF,399.0,802,5034,5630736.71,4961550.64,669186.07,1118.54
PROD000339,A LITTLE LIFE,BOOKS,FICTION,HANYA YANAGIHARA / PICADOR,599.0,967,5204,8934572.96,8496090.07,438482.89,1716.87
PROD000743,GERBER RICE CEREAL 227G,BABY,BABY FOOD,GERBER,499.0,757,3058,4337282.44,3910348.5800000005,426933.86,1418.34
PROD000562,HANDLEBAR END MIRRORS,AUTOMOTIVE,MOTORBIKE ACCESSORIES,PUIG,1999.0,740,1726,9647250.38,8807271.57,839978.81,5589.37
PROD001004,SANDAL ADJUSTABLE VELCRO,FOOTWEAR,KIDS FOOTWEAR,KEEN,3999.0,615,1302,14277962.26,12461727.4,1816234.86,10966.18
PROD000534,PIKACHU PLUSH 30CM,TOYS,SOFT TOYS,POKÉMON CENTER,1499.0,378,785,3292424.15,2795427.63,496996.52,4194.17
PROD000515,BRAIN TEASER METAL PUZZLE SET,TOYS,PUZZLES,HANAYAMA,1499.0,629,1403,6055015.3,5351248.609999999,703766.69,4315.76
PROD000623,SWEET CORN COB PACK OF 4,GROCERIES,VEGETABLES,FRESHO,79.0,1205,3831,867429.87,795140.35,72289.52,226.42
PROD000176,SEAMLESS PANTY PACK OF 3,CLOTHING,INNERWEAR,ENAMOR,799.0,438,1965,4519573.47,4002948.4699999997,516625.0,2300.04
PROD000381,STEVE JOBS,BOOKS,BIOGRAPHIES,WALTER ISAACSON / SIMON & SCHUSTER,699.0,584,1904,3812401.85,3647623.38,164778.47,2002.31
PROD001171,GOD OF WAR RAGNARÖK PS5,GAMING,CONSOLE GAMES,SONY SANTA MONICA,4499.0,626,904,11125433.98,9961506.82,1163927.16,12306.9
PROD000331,THE MIDNIGHT LIBRARY,BOOKS,FICTION,MATT HAIG / CANONGATE,399.0,985,3717,4116483.16,3946533.3600000003,169949.8,1107.47
PROD000070,NOKIA T21 TABLET,ELECTRONICS,TABLETS,NOKIA,17999.0,310,536,27754408.49,22199572.599999998,5554835.89,51780.61
PROD000367,ASTERIX AT THE OLYMPICS,BOOKS,COMICS,GOSCINNY & UDERZO / ORION,499.0,684,3022,4253212.27,4089186.8299999996,164025.44,1407.42
PROD001176,SPIDER-MAN 2 PS5,GAMING,CONSOLE GAMES,INSOMNIAC / SONY,4499.0,727,1479,18682630.1,16922921.75,1759708.35,12631.93
PROD000818,CAT TREAT CHURU TUBES PACK,PETS,CAT FOOD,INABA CHURU,499.0,622,1837,2620403.28,2348492.9,271910.38,1426.46
PROD000598,MT THUNDER3 PRO FULL FACE,AUTOMOTIVE,HELMETS,MT HELMETS,9999.0,484,699,19378072.17,17440053.41,1938018.76,27722.56
PROD000468,SADDLE BAG UNDER-SEAT,SPORTS,CYCLING,TOPEAK,999.0,779,3108,8621712.61,7507824.279999999,1113888.33,2774.04
PROD000803,PUPPY DRY FOOD 3KG,PETS,DOG FOOD,DROOLS,799.0,571,1113,2521920.72,2164008.1100000003,357912.61,2265.88
PROD000552,DASH CAM 4K WIFI,AUTOMOTIVE,CAR ACCESSORIES,70MAI,6999.0,616,1238,24086922.95,21898951.64,2187971.31,19456.32
PROD001137,YAMAHA HS8 STUDIO MONITOR,MUSIC & INSTRUMENTS,STUDIO EQUIPMENT,YAMAHA,36999.0,401,579,59226679.0,51413972.8,7812706.2,102291.33
PROD000700,KNEE SUPPORT NEOPRENE,HEALTH,MEDICAL EQUIPMENT,DR. ORTHO,699.0,596,1439,2857666.26,2575061.21,282605.05,1985.87
PROD000825,STAINLESS STEEL WATER BOWL,PETS,PET ACCESSORIES,IRIS,499.0,661,1518,2191807.07,1959178.2999999998,232628.77,1443.88
PROD000107,GRAPHIC TEE ROUND NECK,CLOTHING,MEN,H&M,799.0,492,1092,2421075.61,2014346.3499999999,406729.26,2217.1
PROD000222,PLANT POTS SET OF 5 CERAMIC,HOME,GARDEN,UGAOO,1299.0,675,1028,3757114.3,3400405.73,356708.57,3654.78
PROD000748,TEETHING BISCUITS VANILLA 130G,BABY,BABY FOOD,FAREX,199.0,1102,3651,2084579.92,1804395.43,280184.49,570.96
PROD000775,BABY POWDER TALC-FREE 100G,BABY,BATH & SKIN CARE,MAMAEARTH,249.0,531,2018,1437231.11,1255718.23,181512.88,712.21
PROD000793,SILICONE NIPPLE SIZE 2,BABY,FEEDING ESSENTIALS,PIGEON,299.0,1023,5931,5076395.28,4422136.0600000005,654259.22,855.91
PROD001106,IBANEZ RG350DXZ ELECTRIC,MUSIC & INSTRUMENTS,GUITARS,IBANEZ,34999.0,491,709,69678759.08,63371328.51,6307430.57,98277.52
PROD001230,ACTIVE SITTING BALANCE CHAIR,OFFICE SUPPLIES,OFFICE CHAIRS,GAIAM,4999.0,526,760,10428850.54,9403496.139999999,1025354.4,13722.17
PROD000499,SOLAR SYSTEM MODEL KIT,TOYS,EDUCATIONAL,EDU SCIENCE,1499.0,866,3138,13001884.2,11319755.07,1682129.13,4143.37
PROD000239,EMERGENCY LIGHT RECHARGEABLE,HOME,LIGHTING,EVEREADY,699.0,786,4113,8316123.02,7104847.609999999,1211275.41,2021.91
PROD000819,FREEZE-DRIED CAT TREAT 40G,PETS,CAT FOOD,STELLA & CHEWY,699.0,518,1750,3526835.72,3122229.97,404605.75,2015.33
PROD000314,SALT SCRUB COFFEE BODY,BEAUTY,BATH & BODY,MCAFFEINE,599.0,576,1137,1909574.02,1723025.72,186548.3,1679.48
PROD000056,IFFALCON 55K72 4K,ELECTRONICS,TV,IFFALCON,39999.0,568,820,93063551.54,76128579.95,16934971.59,113492.14
PROD000702,HOT WATER BAG 2L,HEALTH,WELLNESS PRODUCTS,FASTRACK,299.0,528,2207,1908135.49,1619712.8599999999,288422.63,864.58
PROD000267,KOJIC ACID FACE WASH,BEAUTY,SKINCARE,MAMAEARTH,349.0,702,2207,2106815.25,1926033.52,180781.73,954.61
PROD000944,SAPPHIRE GOLD RING 18KT,JEWELLERY,RINGS,CARATLANE,22000.0,497,718,43246225.88,39954968.190000005,3291257.69,60231.51
PROD000140,RUNNING SHOES GEL,CLOTHING,FOOTWEAR,ASICS,7999.0,708,1265,28271534.0,25105275.28,3166258.72,22349.04
PROD000242,COTTON BEDSHEET DOUBLE,HOME,BEDDINGS,BOMBAY DYEING,1299.0,854,1901,7000039.83,6203856.25,796183.58,3682.29
PROD001163,RED DEAD REDEMPTION 2 PC,GAMING,PC GAMES,ROCKSTAR GAMES,2999.0,473,683,5900169.46,5012565.47,887603.99,8638.61
PROD001036,CHELSEA BOOT FORMAL,FOOTWEAR,FORMAL SHOES,LEE COOPER,3499.0,347,501,4854864.64,4333939.59,520925.05,9690.35
PROD001202,XBOX GAME PASS ULTIMATE 3 MONTHS,GAMING,GAME CODES,MICROSOFT,2999.0,671,969,7973104.86,6895893.04,1077211.82,8228.18
PROD000284,HAIR SERUM ANTI-FRIZZ,BEAUTY,HAIRCARE,L'OREAL,399.0,1053,2860,3196296.41,2984779.06,211517.35,1117.59
PROD000808,RAW HIDE CHEW BONES 6PCS,PETS,DOG FOOD,JERHIGH,299.0,576,2634,2222362.71,1986318.7,236044.01,843.72
PROD000282,ONION HAIR OIL 200ML,BEAUTY,HAIRCARE,WOW,449.0,455,1868,2307139.14,2058844.6300000001,248294.51,1235.09
PROD000361,WATCHMEN,BOOKS,COMICS,DC COMICS / ALAN MOORE,1299.0,715,2174,7820877.61,7457905.58,362972.03,3597.46
PROD000927,SILVER TOE RING SET OF 2,JEWELLERY,SILVER,VOYLLA,599.0,996,4105,6914525.95,6134617.41,779908.54,1684.42
PROD000485,BABY BOUNCER ELECTRIC,TOYS,INFANT,CHICCO,9999.0,669,966,26964221.24,23590892.669999998,3373328.57,27913.27
PROD001084,"BACKPACK LAPTOP 17.3""",BAGS & LUGGAGE,LAPTOP BAGS,MATEIN,2499.0,692,2258,15647799.17,13272374.94,2375424.23,6929.94
PROD000543,RC HELICOPTER 3.5 CHANNEL,TOYS,REMOTE CONTROL TOYS,WL TOYS,2499.0,765,2041,14145054.92,12903431.1,1241623.82,6930.45
PROD001007,CANVAS SLIP-ON STAR,FOOTWEAR,KIDS FOOTWEAR,CONVERSE,2695.0,358,977,7467707.31,6545152.35,922554.96,7643.51
PROD001009,BABY SOFT SOLE BOOTIE,FOOTWEAR,KIDS FOOTWEAR,MOTHERCARE,699.0,765,2907,5640297.64,5043653.319999999,596644.32,1940.25
PROD000537,STITCH PLUSH DISNEY,TOYS,SOFT TOYS,DISNEY,999.0,413,929,2558014.08,2246736.98,311277.1,2753.51
PROD000204,1.5 TON 5-STAR SPLIT AC,HOME,APPLIANCES,DAIKIN,47990.0,502,725,96569559.85,88577237.22999999,7992322.62,133199.39
PROD000060,"HISENSE U8K MINI-LED 65""",ELECTRONICS,TV,HISENSE,119990.0,401,579,192203717.07,165956869.26999998,26246847.8,331958.06
PROD000493,WOODEN ALPHABET PUZZLE,TOYS,EDUCATIONAL,MELISSA & DOUG,799.0,912,2965,6749961.89,6122027.79,627934.1,2276.55
PROD000759,SENSORY BALL SET OF 6,BABY,TOYS,INFANTINO,899.0,553,2586,6597278.89,5993644.4799999995,603634.41,2551.15
PROD001221,ERGONOMIC MESH CHAIR PRO,OFFICE SUPPLIES,OFFICE CHAIRS,HERMAN MILLER AERON,149999.0,246,355,150187036.98,132273072.47999999,17913964.5,423062.08
PROD000886,DOCUMENT WALLET L-SHAPE 40PCS,STATIONERY,FILES & FOLDERS,SOLO,199.0,545,2712,1556477.58,1455918.26,100559.32,573.92
PROD000285,DRY SHAMPOO BATISTE,BEAUTY,HAIRCARE,BATISTE,499.0,555,1404,2024392.7,1871865.5999999999,152527.1,1441.88
PROD000528,JENGA GIANT EDITION,TOYS,BOARD GAMES,HASBRO,999.0,746,3124,8539687.04,7519683.219999999,1020003.82,2733.57
PROD000932,BOHO LAYERED CHAIN NECKLACE,JEWELLERY,FASHION JEWELLERY,SHAYA,999.0,821,2511,6945462.14,6293134.35,652327.79,2766.01
PROD000523,SCRABBLE CLASSIC,TOYS,BOARD GAMES,MATTEL,1499.0,628,1208,5084074.06,4318933.97,765140.09,4208.67
PROD000192,CERAMIC VASE SET OF 3,HOME,DECOR,WESTSIDE HOME,1499.0,744,2404,9922298.62,9023376.639999999,898921.98,4127.41
PROD000715,BRAHMI GHRITA,HEALTH,AYURVEDA,KOTTAKKAL,699.0,963,5069,9732475.8,8891029.530000001,841446.27,1920.0
PROD000585,HID XENON CONVERSION KIT,AUTOMOTIVE,CAR ELECTRONICS,PHILIPS,3999.0,542,1292,14148480.24,12932108.43,1216371.81,10950.84
PROD000430,TREKKING BACKPACK 55L,SPORTS,OUTDOOR,WILDCRAFT,3999.0,573,964,11066595.47,9805728.25,1260867.22,11479.87
PROD001025,DC SHOES POWER LITE 2,FOOTWEAR,CASUAL SHOES,DC SHOES,4999.0,744,1625,23575922.48,20274765.830000002,3301156.65,14508.26
PROD000076,WONDERBOOM 3,ELECTRONICS,SPEAKERS,ULTIMATE EARS,9999.0,666,1025,29189439.99,25127077.849999998,4062362.14,28477.5
PROD000348,BAD SCIENCE,BOOKS,NON-FICTION,BEN GOLDACRE / HARPERCOLLINS,349.0,842,5251,5302648.55,5005451.0,297197.55,1009.84
PROD000751,STACKING CUPS 10-PIECE,BABY,TOYS,INFANTINO,799.0,892,3672,8262572.6,7188809.2299999995,1073763.37,2250.16
PROD000856,MARKER PERMANENT BLACK 12PK,STATIONERY,PENS,CAMLIN,299.0,504,2647,2199909.59,2049798.8199999998,150110.77,831.1
PROD000351,NCERT PHYSICS CLASS 12,BOOKS,EDUCATIONAL,NCERT,299.0,595,3754,3183466.07,3045499.9899999998,137966.08,848.02
PROD000412,ADJUSTABLE DUMBBELL SET 20KG,SPORTS,FITNESS,KORE,2999.0,585,845,7006961.23,6170176.9,836784.33,8292.26
PROD000756,BATH SQUIRT TOYS SET,BABY,TOYS,MUNCHKIN,699.0,812,1815,3671980.12,3142883.5,529096.62,2023.13
PROD000694,NEBULIZER COMPRESSOR,HEALTH,MEDICAL EQUIPMENT,OMRON,3499.0,517,1482,14947444.66,13188117.71,1759326.95,10086.0
PROD000705,POSTURE CORRECTOR BRACE,HEALTH,WELLNESS PRODUCTS,BACK HERO,999.0,626,1743,4809886.65,4107665.6700000004,702220.98,2759.54
PROD000854,HIGHLIGHTER SET OF 6 COLORS,STATIONERY,PENS,STABILO BOSS,499.0,473,1568,2251406.38,2085506.27,165900.11,1435.85
PROD000567,TAIL BAG EXPANDABLE,AUTOMOTIVE,MOTORBIKE ACCESSORIES,RYNOX,3499.0,406,783,7829132.78,7146425.34,682707.44,9998.89
PROD001139,BEHRINGER UMC22 USB AUDIO,MUSIC & INSTRUMENTS,STUDIO EQUIPMENT,BEHRINGER,3999.0,404,583,6655644.6,6069679.84,585964.76,11416.2
PROD000697,PEAK FLOW METER ASTHMA,HEALTH,MEDICAL EQUIPMENT,MICROLIFE,799.0,887,3111,6908690.44,6265153.29,643537.15,2220.73
PROD001231,STEEL FILING CABINET 2-DRAWER,OFFICE SUPPLIES,STORAGE CABINETS,GODREJ,8999.0,507,732,18280487.11,16198296.09,2082191.02,24973.34
PROD001127,DDRUM D1 JUNIOR DRUM SET,MUSIC & INSTRUMENTS,DRUMS,DDRUM,24999.0,283,411,29654637.1,26173227.8,3481409.3,72152.4
PROD001010,DISNEY PRINCESS SLIPPER,FOOTWEAR,KIDS FOOTWEAR,DISNEY CROCS,1999.0,653,2150,12062392.84,10486533.66,1575859.18,5610.42
PROD000636,POMEGRANATE 2 PCS,GROCERIES,FRUITS,FRESHO,149.0,1242,3685,1564611.51,1412430.96,152180.55,424.59
PROD000566,BIKE COVER WATERPROOF,AUTOMOTIVE,MOTORBIKE ACCESSORIES,SCRATCHTECT,699.0,750,1379,2743626.62,2359520.17,384106.45,1989.58
PROD001190,PS5 HD CAMERA 1080P,GAMING,GAMING ACCESSORIES,SONY,5999.0,567,1190,19720988.68,16762696.09,2958292.59,16572.26
PROD000710,COMPRESSION SOCKS 3-PAIR,HEALTH,WELLNESS PRODUCTS,CEP,1999.0,561,1900,10788948.1,9778972.19,1009975.91,5678.39
PROD000096,STEAM DECK OLED 512GB,ELECTRONICS,GAMING CONSOLES,VALVE,69999.0,439,634,121991612.76,100576403.69,21415209.07,192415.79
PROD000917,24KT DIGITAL GOLD 2G,JEWELLERY,GOLD,AUGMONT GOLD,13000.0,360,660,23517079.65,20947010.119999997,2570069.53,35631.94
PROD000538,BABY DOLL CRYING SOFT,TOYS,SOFT TOYS,ZAPF CREATION,2499.0,645,1742,12489264.28,11038310.61,1450953.67,7169.5
PROD001115,CASIO CTX-3000 PORTABLE,MUSIC & INSTRUMENTS,KEYBOARDS,CASIO,12999.0,560,809,30232164.86,26881909.36,3350255.5,37369.8
PROD000550,RC TRAIN SET WITH TRACKS,TOYS,REMOTE CONTROL TOYS,LEGO TECHNIC,12999.0,543,873,32859531.64,29221133.75,3638397.89,37639.78
PROD000307,ROLL-ON DEODORANT,BEAUTY,PERSONAL CARE,NIVEA,179.0,1066,6308,3268849.74,2983289.9000000004,285559.84,518.21
PROD000294,LIGHT BLUE EDT 100ML,BEAUTY,FRAGRANCE,DOLCE & GABBANA,6999.0,578,1079,21201644.27,18749467.09,2452177.18,19649.35
PROD001237,MOBILE PEDESTAL UNDER-DESK 3-DRAWER,OFFICE SUPPLIES,STORAGE CABINETS,HOMETOWN,4999.0,531,767,10753939.5,9157159.97,1596779.53,14020.78
PROD001191,QUEST 3 512GB STANDALONE VR,GAMING,VR DEVICES,META,59999.0,418,604,103424709.2,93406180.14,10018529.06,171232.96
PROD001108,CORT AD810 ACOUSTIC SUNBURST,MUSIC & INSTRUMENTS,GUITARS,CORT,9999.0,503,842,23685106.46,20734765.900000002,2950340.56,28129.58
PROD000452,FOOTBALL SIZE 5 MATCH,SPORTS,SPORTS EQUIPMENT,NIVIA,1499.0,377,630,2729804.94,2339606.92,390198.02,4333.02
PROD000722,TONGUE CLEANER COPPER,HEALTH,PERSONAL HYGIENE,TONGUE CLEAN,199.0,993,3352,1894030.92,1703166.41,190864.51,565.05
PROD000275,MASCARA VOLUME & CURL,BEAUTY,MAKEUP,L'OREAL,799.0,838,1638,3663526.1,3267387.74,396138.36,2236.58
PROD000039,BEATS STUDIO PRO,ELECTRONICS,HEADPHONES,BEATS,27990.0,577,833,65556911.75,56580868.88,8976042.87,78699.77
PROD000946,MEN'S SIGNET RING SILVER,JEWELLERY,RINGS,VOYLLA,1999.0,828,1196,6556940.41,5866454.45,690485.96,5482.39
PROD000013,THINKPAD X1 CARBON GEN 11,ELECTRONICS,LAPTOP,LENOVO,154990.0,484,699,311667556.15,272079475.07,39588081.08,445876.33
PROD000173,BOXER BRIEF PACK OF 2,CLOTHING,INNERWEAR,CALVIN KLEIN,1999.0,719,1647,9189785.19,7810580.09,1379205.1,5579.71
PROD000777,TEAR-FREE SHAMPOO 100ML,BABY,BATH & SKIN CARE,PIGEON,199.0,1153,5055,2871137.39,2521985.0,349152.39,567.98
PROD001138,MASCHINE MK3 CONTROLLER,MUSIC & INSTRUMENTS,STUDIO EQUIPMENT,NATIVE INSTRUMENTS,34999.0,408,589,57167117.1,49465434.59,7701682.51,97057.92
PROD000397,VERBAL ABILITY FOR CAT,BOOKS,ENTRANCE PREP,NISHIT SINHA / PEARSON,499.0,915,5381,7655144.5,7287225.61,367918.89,1422.62
PROD000971,SUBMARINER DATE AUTOMATIC,JEWELLERY,WATCHES,ROLEX,1150000.0,434,627,2020885933.36,1813433794.11,207452139.25,3223103.56
PROD000439,SQUASH RACKET TITANIUM,SPORTS,INDOOR,HEAD,3999.0,709,1024,11722201.49,10071441.81,1650759.68,11447.46
PROD001247,EPSON EB-X41 XGA 3600L,OFFICE SUPPLIES,PROJECTORS,EPSON,39999.0,409,591,65903333.22,57681665.69,8221667.53,111511.56
PROD000321,HAIR DRYER IONIC 2000W,BEAUTY,GROOMING TOOLS,DYSON SUPERSONIC,32900.0,510,737,67858398.19,59932671.449999996,7925726.74,92073.81
PROD000185,BOOKSHELF 5-TIER,HOME,FURNITURE,NILKAMAL,5999.0,494,713,11914476.19,10584633.75,1329842.44,16710.35
PROD001023,CHUCK TAYLOR ALL STAR,FOOTWEAR,CASUAL SHOES,CONVERSE,4695.0,400,578,7812489.27,6812268.3,1000220.97,13516.42
PROD000084,KEYCHRON K2 KEYBOARD,ELECTRONICS,COMPUTER ACCESSORIES,KEYCHRON,7999.0,380,549,12067977.19,10176743.87,1891233.32,21981.74
PROD000016,ACER SWIFT GO 14,ELECTRONICS,LAPTOP,ACER,64990.0,536,774,138731520.59,114418754.37,24312766.22,179239.69
PROD001119,ROLAND GO:PIANO 61 KEY,MUSIC & INSTRUMENTS,KEYBOARDS,ROLAND,16999.0,346,500,23375608.68,21244504.46,2131104.22,46751.22
PROD000033,AIRPODS PRO 2ND GEN,ELECTRONICS,HEADPHONES,APPLE,24900.0,576,939,67293154.08,56469581.239999995,10823572.84,71664.7
PROD000513,WOODEN 3D PUZZLE EIFFEL TOWER,TOYS,PUZZLES,CUBICFUN,1299.0,538,2157,8131544.39,7403078.04,728466.35,3769.84
PROD000649,MOZZARELLA CHEESE 200G,GROCERIES,DAIRY,GO CHEESE,179.0,593,2961,1516492.4,1319769.96,196722.44,512.16
PROD000090,WEBCAM C920 HD PRO,ELECTRONICS,COMPUTER ACCESSORIES,LOGITECH,7499.0,330,477,9786210.78,7665838.92,2120371.86,20516.17
PROD000933,STATEMENT EARRINGS TASSELS,JEWELLERY,FASHION JEWELLERY,ACCESSORIZE,799.0,873,2271,5132022.07,4519159.03,612863.04,2259.81
PROD000295,ACQUA DI GIO EDT 100ML,BEAUTY,FRAGRANCE,GIORGIO ARMANI,8500.0,621,1338,32973992.19,30154007.490000002,2819984.7,24644.24
PROD000061,"IPAD PRO M2 11""",ELECTRONICS,TABLETS,APPLE,89900.0,267,386,99516275.65,78062723.59,21453552.06,257814.19
PROD000368,TINTIN IN TIBET,BOOKS,COMICS,HERGÉ / EGMONT,399.0,466,1427,1642229.27,1555393.62,86835.65,1150.83
PROD001080,CANVAS VELCRO WALLET,BAGS & LUGGAGE,WALLETS,DAILYOBJECTS,799.0,538,2462,5405434.9,4766637.75,638797.15,2195.55
PROD000958,INITIAL PENDANT NECKLACE A-Z,JEWELLERY,NECKLACES,SHAYA,1799.0,520,1257,6395113.63,5712356.63,682757.0,5087.6
PROD000863,HARDCOVER NOTEBOOK A5 240PG,STATIONERY,NOTEBOOKS,MOLESKINE,1499.0,481,1045,4301016.98,4062033.9100000006,238983.07,4115.81
PROD001228,COMPUTER CHAIR FIXED ARMS,OFFICE SUPPLIES,OFFICE CHAIRS,AMAZON BASICS,9999.0,418,604,17126001.49,14856227.29,2269774.2,28354.31
PROD000464,CYCLING GLOVES HALF FINGER,SPORTS,CYCLING,DECATHLON,799.0,665,2301,5101853.83,4471312.77,630541.06,2217.23
PROD000274,EYESHADOW PALETTE 18 COLORS,BEAUTY,MAKEUP,HUDA BEAUTY,3999.0,598,1294,14608715.85,13269881.059999999,1338834.79,11289.58
PROD000646,GHEE PURE 1KG,GROCERIES,DAIRY,PATANJALI,549.0,442,2439,3732658.49,3327399.3800000004,405259.11,1530.41
